0.5 0.058823529411764610
0.51 0.04959999999999986
0.52 0.04075294117647055
0.53 0.03228235294117632
0.54 0.02418823529411751
0.55 0.01647058823529401
0.56 0.00912941176470572
0.57 0.00216470588235273
0.58 0.00442352941176493
0.59 0.01063529411764707
0.60 0.01647058823529423
0.61 0.02192941176470597
0.62 0.02701176470588251
0.63 0.03171764705882385
0.64 0.03604705882352954
0.65 0.04000000000000003
0.66 0.04357647058823555
0.67 0.04677647058823542
0.68 0.04960000000000031
0.69 0.05204705882352956
0.70 0.05411764705882360
0.71 0.05581176470588245
0.72 0.05712941176470609
0.73 0.05807058823529432
0.74 0.05863529411764734
0.75 0.05882352941176494
0.76 0.05863529411764712
0.77 0.05807058823529432
0.78 0.05712941176470609
0.79 0.05581176470588245
0.80 0.05411764705882360
0.81 0.05204705882352933
0.82 0.04960000000000009
0.83 0.04677647058823542
0.84 0.04357647058823533
0.85 0.04000000000000003
0.86 0.03604705882352954
0.87 0.03171764705882340
0.88 0.02701176470588229
0.89 0.02192941176470575
0.90 0.01647058823529401
0.91 0.01063529411764707
0.92 0.00442352941176471
0.93 0.00216470588235306
0.94 0.00912941176470605
0.95 0.01647058823529423
0.96 0.02418823529411773
0.97 0.03228235294117654
0.98 0.04075294117647088
0.99 0.04960000000000031
